,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f22,f23,f24,f25,f26,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,label
316,-0.40888,0.72927,0.27073,1.3712,-24.842,0.0,-0.40888,0.37126,6.2842,0.27075,-0.37207,-0.56067,-0.065066,-0.40888,-651.0,-0.56067,1.3712,-0.40888,-0.065066,41.79600000000001,-0.37207,-0.065066,-0.31157,-0.47392,-0.56067,0.46692,1.207211241711606,0.098643,-0.059207,39.988,9.1278,9.1278,-0.37244,6.2842,0.46211,0.27075,-0.059266,0.16434,-0.065335,-0.059207,51.121,9.3252,-0.56821,0.38449,39.458,-0.37207,-0.059207,1.3712,0.72927,0.10956,1.2103,1.3816,4.3627199999999995,-0.059266,-1.5102,1.0648,0.0,8.7328,39.141,42.358,8.6171,4.0341,0
317,0.052813,0.4474,0.14134000000000002,2.12,53.536,0.0,0.079605,1.2351,1.1178,0.5526,0.15666,0.6308199999999999,0.12192,0.079605,1198.2,0.30462,2.2351,0.079605,0.071216,1.7558,0.15082,0.047247,0.27368000000000003,0.45623,0.24473000000000006,0.19296,2.174411241711606,0.35702,0.071216,47.927,7.6157,2.1481,0.15675,1.1178,0.81615,0.8738100000000001,0.14023,0.39462,0.071872,0.13493,71.098,69.342,9.822,2.0774,2.0422,0.09414,0.084219,0.59797,0.12619,0.13130999999999998,0.75443,1.193,21.1212,0.14023,0.095573,0.92915,0.58127,207.88,5.2638,41.206,8.8578,1.5261,0
318,0.020031,0.34652,0.33593,2.7613,39.05,0.0,0.020031,1.8859,1.2975,0.6534800000000001,0.020867,0.10503,0.093182,0.020031,1046.1,0.34892,2.8859,0.020031,0.015438,37.371,0.010807,0.015438,0.32261,0.60721,0.34892,0.7096899999999999,4.435711241711607,0.19106,0.031723,68.12100000000001,5.3581,2.9491,0.098042,1.2975,699.16,0.65405,0.07556,1.058,0.10342,0.0083293,91.389,54.018,0.15078,2.0648,47.45,-0.090068,-0.069415,1.5198,0.19072,0.18663,1.3806,1.3817,9160.8,0.21241,0.030652,0.8015800000000001,0.00086193,9.7669,6.7570000000000014,53.651,6.8032,2.7412,0
319,0.063717,0.62772,0.073433,1.1391,13.104,0.0,0.078415,0.59306,1.9073,0.37228,0.083879,0.14852,0.081558,0.078415,1472.9,0.24781,1.5931,0.078415,0.041112,0.43083,0.07977000000000001,0.033406,0.24245,0.36628,0.2244,0.18424,3.3011112417116064,0.30312,0.041461000000000005,102.1,3.5749,3.007,0.019797,1.9073,1.3439,0.37228,0.010379,0.10388,0.13335,0.041823,104.6,104.17,28.302,1.1348,0.43535,0.0026266,0.0013770999999999998,0.9581,0.52799,0.27972,0.93402,0.93402,146.8968,0.010379,0.17115,0.96029,0.0,847.2,3.504,101.04,3.6124,4.7854,0
320,0.27867,0.18994,0.5423100000000001,5.1359,167.04,0.5525899999999999,0.27867,4.2649,1.9526,0.81006,0.27916,2.1253,0.3206,0.27867,110.75,3.2958,5.2649,0.27867,0.14272,28.948,0.0,0.14272,0.8759,0.8094600000000001,3.2958,1.6606,2.9034112417116065,-0.045431,0.28544,41.994,8.6918,6.0003,0.0033968,1.9526,14.283,0.8463700000000001,0.0017397000000000005,2.2761,0.018228,0.0,70.097,41.149,1.7995,3.9549,49.596,-0.34733,-0.17789000000000002,3.5455,0.13112,0.11505,2.4805,2.5917,434.208,0.41632,0.34401,0.58536,0.044819,12.609000000000002,8.8702,24.511,14.890999999999998,5.9791,0
321,-0.11266,0.39031,0.35523000000000005,2.0703,57.039,0.0,-0.11266,1.5621,0.86516,0.60969,-0.10526,-0.33946,-0.06325800000000001,-0.11266,-2603.1,-0.14022,2.5621,-0.11266,-0.13022,73.408,-0.13644,-0.13022,-0.11266,0.5477,-0.14022,1.1354,3.2459112417116063,0.42821,-0.12167,120.76,3.0224,2.57,-0.13794,0.86516,27.418000000000006,0.62841,-0.15944,0.15463,-0.16573,-0.1577,268.24,194.83,-0.64748,1.5461,63.313,-0.19437,-0.22466,1.7604,0.33189,0.33086,1.9486,2.0085,625.8,-0.15944,-0.18478,1.1231,0.030696,4.9722,1.8734,140.02,2.6068,2.7651,0
322,0.050871,0.087032,0.20446,3.4317,93.31,0.0,0.055045,10.49,0.8448399999999999,0.91297,0.055458000000000014,0.65467,0.12772,0.055045,294.4,1.2398,11.49,0.055045,0.06515499999999999,3.1948,0.053996,0.060214,0.46135,0.8925200000000001,1.1918,0.28738,2.7721112417116056,-0.12322,0.06564199999999999,38.337,9.5208,9.198,0.044319,0.8448399999999999,12.259,0.91297,0.052458000000000005,2.3121,0.02715,0.063913,40.669,37.474,6.8793,3.3437,3.3717,0.001139,0.0013482,3.3153,0.084082,0.10503,1.2832,1.2832,120.9696,0.052458000000000005,0.055721000000000014,0.93606,0.0,114.25,9.74,36.326,10.048,1.1875,0
323,0.056052,0.7407100000000001,-0.088897,0.83063,-60.147,0.056052,0.074764,0.31453000000000003,1.0127,0.23298,0.074764,0.14244,0.1372,0.074764,1862.9,0.19593,1.3501,0.074764,0.07067899999999999,24.326,0.11634,0.052989,0.074764,0.23298,0.17067000000000002,-0.15761,3.4656112417116063,0.5561,0.07067899999999999,183.42,1.99,0.15707000000000002,0.11634,1.193,1.6934,0.4488,0.10999,0.29686,0.13043,0.10999,96.674,72.348,0.79506,0.6963199999999999,24.636,0.045981,0.043468,0.5886100000000001,0.52488,0.50252,0.41307,0.79572,-259.728,0.012584,0.24059,0.98742,0.92638,15.004,5.0451,181.11,2.0153,1.8755,1
324,-0.12708,0.18897,0.20993,2.5668,13.835,0.0,-0.12708,4.2919,1.6855,0.81103,-0.12708,-0.9484,-0.042325,-0.12708,-966.82,-0.37753,5.2919,-0.12708,-0.075392,30.502,-0.13102,-0.075392,0.01273,0.10309,-0.37753,0.31998000000000004,2.635511241711606,0.06855499999999999,-0.075392,27.187,13.425999999999998,9.5196,-0.11337,1.6855,1.2229,0.81103,-0.067258,0.5634899999999999,-0.08366900000000001,-0.07773200000000001,58.12600000000001,27.624,-0.90217,1.5155,28.58,-0.18676,-0.1108,1.82,0.13399,0.074485,1.2362,1.2362,90.7056,-0.067258,-0.15668,1.075,0.0,11.966,13.213,29.015,12.579,2.5691,0
325,0.1103,0.48182,0.5561,2.5886,-11.033,-0.00011858,0.14165,1.0755,2.647,0.51818,0.18304,0.4046300000000001,0.070388,0.14165,943.89,0.3867,2.0755,0.14165,0.053513,83.617,0.13659000000000002,0.041669,0.42033,0.48282,0.32163,5.9261,2.5392112417116057,0.14656,0.063068,50.979,7.1598,5.2019,0.14063,2.647,2.2752,0.64994,0.053129,0.34,0.088608,0.0516,108.54,24.923,0.18189,0.8563200000000001,88.309,0.091917,0.034725,1.8807,0.35006,0.13967000000000002,5.5221,6.9261,192.468,0.053129,0.21285,0.94759,0.25426,4.3651,14.645,48.271,7.5615,28.208,0
326,0.31407,0.46414,-0.25198000000000004,0.45711,-66.73899999999999,0.47503,0.31407,1.1545,2.1509,0.53586,0.3234,0.6766800000000001,0.18437,0.31407,427.2,0.85441,2.1545,0.31407,0.14602,12.625,0.32334,0.14602,0.6936399999999999,0.41652,0.85441,-0.31983,2.393311241711606,0.21465,0.15022,91.624,3.9837,3.9837,0.30188000000000004,2.1509,876.67,0.53586,0.14035999999999998,0.0076805000000000016,0.038123,0.15033,35.399,22.774,4.2215,0.29682,14.687,0.24085,0.11198,0.45711,0.46414,0.25102,0.6801699999999999,0.6801699999999999,-62.3256,0.14035999999999998,0.58611,0.8554200000000001,0.0,28.91,16.027,78.764,4.6341,2.7301,0
327,-0.055647,0.7137600000000001,-0.010277,0.97511,-128.0,0.0,-0.056168,0.40103,1.0008,0.28624,-0.021177,-0.13602,0.013845,-0.056168,18803.0,0.019412,1.401,-0.056168,-0.056125,114.49,-0.024275,-0.055605,0.28149,0.25389,0.020142,-0.017205,3.9311112417116063,0.7116600000000001,-0.023408,145.91,2.5016,1.4473,-0.032241000000000006,1.0008,0.36942,0.52644,-0.032216,0.047857,0.5200600000000001,-0.024256,139.65,25.157,-0.17727,0.21489,110.92,-0.094299,-0.094227,0.56414,0.41293,0.39974,0.47919,0.88131,-87.696,-0.032216,-0.19441,1.0547,0.8391799999999999,3.1879,14.509,150.61,2.4235,1.6754,0
328,0.020505,0.72335,0.083571,1.1157,-58.304,0.020505,0.029786,0.36083,1.0343,0.261,0.029786,0.041222,0.024985,0.029786,5803.3,0.062895,1.3825,0.029786,0.016358,73.01,0.05710700000000001,0.011261,0.029786,0.261,0.050064,0.43108,4.018011241711607,0.39291,0.016358,149.81,2.4364,0.078948,0.05710700000000001,1.8311,560.25,0.26179,0.031362,0.013578,0.32659,0.031362,159.62,86.613,0.05629600000000001,0.61158,75.518,0.041398,0.022735,1.1144,0.7225600000000001,0.41045,1.3463,1.3504,871.176,0.033201999999999995,0.07856,0.9668,0.003022,4.9993,4.2141,144.84,2.5201,9.3925,1
329,0.1134,0.40301,0.24033,2.0512,20.885,0.4305100000000001,0.14557,1.4698,1.1008,0.59235,0.14557,0.63674,0.16608,0.14557,545.22,0.66946,2.4814,0.14557,0.089611,34.918,0.16885,0.06980499999999999,0.54552,0.59235,0.58962,0.45256,3.1146112417116063,0.10359000000000003,0.089611,56.54600000000001,6.4549,0.41898,0.16885,1.6833,1.798,0.76673,0.10394,1.0552,0.045209,0.10394,51.165,16.247,0.72968,1.3714,38.438,0.044628,0.027472000000000003,1.1636,0.22862,0.15492,1.1154,1.4438,312.91200000000003,0.091567,0.19144,0.90843,0.29439,10.453,22.465,51.368,7.1056,3.059,0
330,0.092156,0.67899,-0.18971,0.69824,-81.657,-0.09464,0.10989000000000003,0.47279,1.3445,0.32101,0.11436,0.1748,0.1116,0.10989000000000003,1651.6,0.22099,1.4728,0.10989000000000003,0.081735,24.312,0.030318,0.06854299999999999,0.16021,-0.0024849,0.19487,-0.33813000000000004,4.530911241711606,0.47202,0.085061,178.56,2.0441,1.8926,0.059417999999999985,1.3445,0.35861,0.32101,0.044194,0.075531,0.32114000000000004,0.02255,106.28,81.964,1.0291,0.55579,25.436,-0.0098405,-0.0073191,0.64648,0.62866,0.4892,0.57217,0.57217,-6441.5999999999985,0.044194,0.28708,0.92388,0.0,15.013,4.4532,170.67,2.1387,2.3964,0
331,0.078239,0.47129,0.36954,2.7025,-4.8385,0.14918,0.098525,1.0121,1.1115,0.47699,0.098525,0.45392,0.12419,0.098525,1159.7,0.31475,2.1218,0.098525,0.082486,116.27,0.11249,0.065502,0.1917,0.47699,0.27171,0.8938799999999999,3.6514112417116062,0.34412,0.082486,73.721,4.9511,0.23869,0.11249,1.2155,0.8106399999999999,0.73123,0.094179,0.29059,0.095465,0.094179,159.98,43.705,0.20562,0.94951,129.23,0.062678,0.052474,1.2446,0.21706,0.20198,1.1538,1.7688,1656.0479999999998,0.1003,0.16403,0.8997,0.53301,3.1392,8.3515,66.327,5.502999999999999,2.8893,0
332,0.094342,0.30224,0.35499,3.1946,690.05,-0.033652999999999995,0.11023,2.3086,2.4222,0.69776,0.11807,0.6814899999999999,0.045509,0.11023,1000.8,0.36472,3.3086,0.11023,0.045509,18.177,0.11089,0.038948,0.1762,0.060688,0.31214000000000003,0.73458,2.573611241711606,0.05304,0.045509,29.465,12.44,6.6575,0.079078,2.4222,4.2095,0.79186,0.032647,1.1171,0.090852,0.045781,50.639,32.462,0.78209,2.4489,21.881,0.11089,0.045781,1.7097,0.16175,0.080388,1.4439,1.6386,132.99839999999998,0.17276,0.13521,0.83395,0.13485999999999998,20.08,11.244000000000002,24.374,14.975,5.0123,0
333,0.039448,0.76694,-0.23745,0.6904,-54.441,-0.081835,0.046451,0.2463,1.0192,0.18889,0.046451,0.060567,0.056851,0.046451,2116.1,0.17248,1.3039,0.046451,0.019963,13.92,0.036545,0.016953,-0.093853,0.18889,0.16335,-0.50466,4.828611241711607,0.32919,0.019963,122.61,2.977,0.047651,0.036545,2.3514,0.23992,0.18889,0.015706,0.0091824,0.20603,0.015706,81.95299999999997,68.032,0.44453,0.5746899999999999,14.187,-0.049289,-0.021182,0.6904,0.76694,0.33591,0.40147,0.40147,-16002.0,0.018799,0.20884,0.9812,0.0,26.221,5.3651,120.3,3.034,4.9455,0
334,0.03216,0.34424,0.30823,3.2771,-16.875,0.12913,0.041728,1.9037,1.0844,0.6553100000000001,0.041728,0.30827,0.14253,0.041728,1342.2,0.27194,2.905,0.041728,0.06353400000000001,178.66,0.047409,0.048966,0.16286,0.6553100000000001,0.24415,0.55395,3.7195112417116056,0.4615,0.06353400000000001,81.572,4.4746,0.13772,0.047409,0.67066,0.58454,0.86419,0.072183,0.39766,0.11398,0.072183,216.6,37.939,0.10003,0.902,193.74,-0.0044752,-0.006813800000000001,1.2886,0.13535999999999998,0.22349,1.1777,1.5531,1615.7759999999996,0.077812,0.049076,0.92219,0.31874,2.0429,9.6206,75.225,4.8521,1.1804,0
335,0.03748,0.8549700000000001,0.11628,1.1384,-31.548,0.10656,0.046614,0.14282999999999998,1.0278,0.12212,0.046614,0.055495,0.029198,0.046614,5223.8,0.069873,1.1696,0.046614,0.022783,51.213,0.059157000000000015,0.018319,0.13402999999999998,0.12212,0.05919,2.657,4.429211241711607,0.41655,0.022783,154.01,2.37,0.06919199999999999,0.059157000000000015,2.0919,44.604,0.13712,0.028914,0.0061942,0.38887,0.028914,169.66,118.45,0.13055999999999998,0.79666,52.636,0.046032,0.022498,1.1185,0.83996,0.42194,2.7905,3.1333,3123.6,0.027028,0.30692,0.97297,0.12285,7.127000000000002,3.0815,149.85,2.4358,46.753,0
336,0.080411,0.74749,0.052213,1.134,-63.004,-0.64549,0.060752,0.3378,1.5626,0.25251,0.16853,0.15589,0.12896,0.060752,1354.0,0.26958000000000004,1.3378,0.060752,0.03888,62.129,0.1683,0.051461,-0.52371,0.25077,0.29588000000000003,0.093557,3.8391112417116062,0.44397,0.053298000000000005,101.93,3.5808,1.8668,0.16712,1.5626,0.51239,0.59588,0.10696,0.15291,0.080621,0.10771,89.309,27.18,0.30233000000000004,0.45148,69.57,0.027543,0.017627,0.5912,0.3897,0.27927,0.45245,1.0677,360.528,0.10696,0.31845,0.96117,1.3599,5.8749,13.429,91.031,4.0096,2.7999,0
338,0.020346,0.33386,0.54547,2.6338,-35.485,0.058686,0.023953,1.7722,1.046,0.59165,0.023953,0.071747,0.031355,0.023953,3123.5,0.11686,2.9953,0.023953,0.019251,156.85,0.036469,0.016352000000000002,0.078216,0.59165,0.10605,4.5203,3.4005112417116057,0.25709,0.019251,102.44,3.5629,0.10924,0.036469,1.2481,5.3683,0.59165,0.029310000000000006,0.4209,0.21301,0.029310000000000006,216.73,59.88,0.038053,1.0323,164.07,0.021409,0.017207,2.6338,0.33386,0.28067,4.9030000000000005,4.9030000000000005,1371.7920000000001,0.043996,0.034389,0.956,0.0,2.3271,6.0956,97.937,3.7269,10.311,0
339,0.2355,0.23085,0.38174,3.1927,68.703,0.0,0.27617,3.3317,1.8418,0.76915,0.29435,1.5863,0.2273,0.27617,201.28,1.8134,4.3317,0.27617,0.14994000000000002,18.115,0.29392,0.12786,0.32701,0.56838,1.6372,0.85946,3.476811241711605,0.045419,0.15372,40.741,8.959,6.7564,0.28208,1.8418,19.255,0.7932600000000001,0.15315,0.95955,0.017634,0.15958,77.046,58.931,2.5763,2.6676,21.391,0.15145,0.082226,2.4077,0.1741,0.11162,1.7317,1.786,1144.4879999999996,0.15315,0.30618,0.85254,0.031359,20.15,6.1936,34.501999999999995,10.579,4.1467,0
340,-0.064513,0.62841,0.37159,1.5913,67.819,0.0,-0.064513,0.59132,1.3457,0.37159,0.0095921,-0.10266,-0.04794,-0.064513,-3555.4,-0.10266,1.5913,-0.064513,-0.04794,31.792,0.0096637,-0.04794,0.35664,0.37159,-0.10266,0.46692,1.8868112417116063,0.46656,-0.04794,169.87,2.1487,2.1487,-0.0045905,1.3457,1.3328,0.37159,-0.0034112,0.00088214,2.1676,0.0071812,271.08,239.29,-0.5503899999999999,1.4048,31.684,0.0096637,0.0071812,1.5913,0.62841,0.46539,1.2103,1.3816,28.6368,-0.0034112,-0.17361,1.0474,0.0,11.481,1.5253,170.45,2.1414,4.0341,0
341,0.685,0.60539,0.37253,1.6155,124.03,0.0,0.685,0.65183,8.479,0.39461,0.69734,1.1317,0.082967,0.685,314.11,1.162,1.6518,0.685,0.080788,5.0963,0.69082,0.080788,1.6743,0.39082,1.162,16.796,2.801311241711606,0.046644,0.082097,28.363000000000003,12.976,12.973,0.6896100000000001,8.479,1.9947,0.39461,0.081332,0.35052,0.028451,0.081474,32.96,27.863000000000003,5.7861,1.4199,5.5019,0.6723399999999999,0.079295,1.6152,0.60529,0.077068,17.792,17.792,235.7832,0.081332,1.7359,0.92774,0.0,71.62,13.1,26.056,14.008,382.29,0
342,-0.64249,1.5138,0.8532700000000001,6.8153,119.31,-0.38703,-0.64249,-0.33939,0.98863,-0.51377,-0.39086,-4.3787,-0.64987,-0.64249,-859.99,-0.42443,0.6606,-0.64249,-0.64987,0.0,-0.39088,-0.64987,-0.63974,-1.0295,-0.42443,0.46692,1.366711241711606,0.9355,-0.5972,37.92,9.6254,0.93299,-0.42371,0.98863,0.7315,0.8532799999999999,-0.42858,6.6389,-0.12909,-0.39538,9.5549,9.5549,0.26195,6.8153,0.0,-0.39088,-0.39538,0.6606,0.14673,0.10389,1.2103,1.3816,19.853279999999998,-0.42858,1.2505,1.6229,-2.6608,10.053,38.2,54.172,6.7378,4.0341,0
343,0.35007,0.39234,0.17565999999999998,1.9373,24.802,0.0,0.43173,1.5488,2.044,0.6076600000000001,0.45916,2.3037,0.23652,0.43173,296.21,1.2322,2.5488,0.43173,0.21121,25.905,0.45179,0.17127,0.70275,0.57823,1.0241,0.27579000000000004,2.9489112417116066,0.17381,0.21948,42.642,8.6026,4.1092,0.43989,2.044,1.0719,0.81104,0.21521,0.21835,0.025973000000000003,0.22103000000000006,57.525,31.62,2.4131,1.1632,32.844,0.40007,0.19573,0.92539,0.18741,0.11624,0.95404,1.2734,156.15599999999995,0.21521,0.5761,0.80215,0.3347,14.09,11.543,33.465,10.907,3.2092,0
344,0.053363,0.45155,0.40246,2.8363,12.959,0.0,0.055977,1.2146,1.922,0.54845,0.074451,0.25541,0.06345,0.055977,1351.5,0.27007,2.2146,0.055977,0.029125,63.056,0.07445,0.027765,0.20845,0.1846,0.26428,1.0636,2.442511241711606,0.20565,0.038705,42.843,8.5194,4.135,0.054772,1.922,1.3199,0.7678699999999999,0.028498,0.28238,0.10719,0.038737,106.3,43.244,0.16072,1.3214,64.905,0.0084785,0.004411399999999999,1.3766,0.21917,0.11738,1.4495,2.0294,111.4968,0.028498,0.097298,0.97117,0.40007,5.7886,8.4404,41.622,8.7693,5.0795,0
346,-0.044731,0.67162,-0.12178,0.55595,-149.73,-0.00028374,-0.043153,0.48893,0.52689,0.32838,-0.011395,-0.15735,0.012774,-0.043153,36422.0,0.010022,1.4889,-0.043153,-0.081901,48.706,-0.013345,-0.084896,-0.028902,-0.045015,0.0076718,-0.14369,4.022611241711607,1.2707,-0.02744,180.42,2.0231,0.82609,-0.027925,0.52689,0.21485,0.71077,-0.052999,0.072926,0.6127,-0.025327,91.764,43.058,-0.63621,0.29957,46.254,-0.063229,-0.12,0.22701,0.27425,0.4943,0.38745,0.8386399999999999,-1282.848,-0.052999,-0.13622,1.0759999999999998,1.1645,7.494,8.4768,189.98,1.9212,0.62168,0
348,0.026397000000000004,0.69243,0.037996,1.0862,-8.1629,-0.030458,0.037355,0.43246,1.0605,0.29945,0.037355,0.084772,0.10801,0.037355,2633.5,0.1386,1.4442,0.037355,0.042041,21.435,0.05048,0.029709,-0.03923,0.29945,0.12277,0.07288,4.143811241711607,0.74983,0.042041,191.97,1.9014,0.072904,0.05048,0.8979299999999999,1.6939,0.5512199999999999,0.056813,0.067303,0.20867,0.056813,184.44,163.01,0.5058699999999999,0.96781,22.732,-0.0081323,-0.0091524,0.6912699999999999,0.44065,0.52594,0.5743699999999999,1.0573,529.1519999999999,0.057052,0.088153,0.94295,0.8407899999999999,17.028,2.2392,181.02,2.0164,1.7043,0
349,0.068112,0.25339,0.39838,4.0613,101.93,0.31295,0.039724,2.9465,1.2442,0.74661,0.039724,0.30526,0.089977,0.039724,1189.3,0.30691,3.9465,0.039724,0.045959,81.753,0.16402,0.078804,0.26734,0.74661,0.41895,0.84493,4.579411241711607,0.088153,0.045959,68.375,5.3382,0.64731,0.16402,0.87918,2.7172,0.86987,0.18977,1.5067,0.041227,0.18977,140.39,58.636,0.35183000000000003,2.5737,101.72,0.12598,0.14575,2.0857,0.13013,0.18733,1.5835,1.8449,15125.76,0.19628,0.091228,0.80372,0.16509,4.4647,6.2249,54.95399999999999,6.6419,1.8332,0
351,0.028012,0.64684,-0.12178,0.79651,-101.72,0.0,0.035102,0.54598,1.2619,0.35316,0.063925,0.058655,0.036818,0.035102,5081.8,0.071825,1.546,0.035102,0.027817,84.96,0.063539,0.022199,0.068228,0.32459,0.060864,-0.23271,3.7072112417116063,0.48559,0.047754000000000005,147.36,2.477,2.2917,-0.22047,1.2619,4.3544,0.35316,-0.17472,0.057161,0.28788,0.050353,127.98,43.022,0.095368,0.3057,72.324,0.052182000000000006,0.041353,0.73692,0.59845,0.40372,0.67484,0.67484,-620.544,-0.17472,0.079317,0.97736,0.0,4.2961,8.484,173.1,2.1086,2.4112,0
352,0.15149,0.20044,0.47167,6.6868,86.803,0.0,0.18581,3.9889,1.125,0.79956,0.19666,2.2403,0.17557,0.18581,370.42,0.98537,4.9889,0.18581,0.16517,79.5,0.19532,0.13466,0.53467,0.7922899999999999,0.81416,1.0590000000000002,3.2181112417116062,0.10515,0.17027,32.597,11.197,4.6332,0.19627,1.125,2.67,0.9155,0.17447,1.0571,0.032274000000000004,0.17362,151.5,71.995,0.61826,3.7325,96.302,0.18362,0.16322,2.7669,0.082941,0.089308,1.7952,2.0555,779.424,0.17447,0.18947,0.83529,0.14501,4.5912,5.0698,26.91,13.564,2.5258,0
353,0.0047792,0.8767799999999999,-0.13923,0.79159,-145.79,-0.070118,0.0084084,0.14054,1.1344,0.12322,0.16443,0.012587,0.035358,0.0084084,7978.5,0.045748,1.1405,0.0084084,0.007412100000000001,74.583,0.16437000000000002,0.0042129,-0.035769,-0.0071479,0.041609,-0.29548,4.349411241711606,0.76507,0.024919,251.34,1.4522,1.1065,0.16427999999999998,1.1344,1.9947,0.27212,0.14482,0.026753,0.14906,0.14489000000000002,164.4,89.814,0.020617,0.4446,87.213,0.13267,0.11695,0.60313,0.66804,0.68861,0.26152,0.57753,-3112.8,0.14482,0.038785,0.99264,1.2084,4.8939,4.064,214.94,1.6981,2.4076,0
354,0.036412,0.30194,0.26266,2.3005,-0.65727,0.27691,0.04589,2.1528,1.0605,0.65,0.04589,0.22721,0.087402,0.04589,1315.6,0.27745,3.3119,0.04589,0.047879000000000005,55.236,0.055105,0.037989,0.35902,0.65,0.24606,0.49062,4.658011241711606,0.3137,0.047879000000000005,81.57,4.4747,0.1825,0.055105,0.99892,3.1968,0.74997,0.057492,0.59642,0.10675,0.057492,131.07,75.83,0.25103000000000003,1.5823,58.581,0.017223,0.017969,1.5388,0.20197,0.22348,1.2141,1.4008,11950.08,0.057088,0.056018,0.94291,0.1538,6.608,4.8134,76.913,4.7456,1.7903,0
355,-0.0063466,0.067001,0.027461000000000003,1.4099,51.374,-0.0063466,-0.0053277,3.0558,0.79856,0.20474,-0.0053277,-0.07951699999999999,0.11555,-0.0053277,1507.2,0.24217,14.925,-0.0053277,-0.037942,13.188,-0.0013524,-0.045198,-0.0053277,0.20474,0.22696,0.030325,4.280611241711607,0.45396,-0.037942,139.08,2.6244,-0.020184,-0.0013524,0.18576,0.20692,0.20474,-0.009631,0.05413,0.10904,-0.009631,236.11,222.93,-1.2509,1.3341,10.532,-0.022906,-0.16312,1.4099,0.067001,0.38104,0.2261,0.2261,524.04,-0.25225,-0.030998,1.2522,0.0,27.676,1.6373,174.16,2.0958,0.15507,1
356,0.05804500000000001,0.70825,0.03166,1.0514,-63.477,0.1284,0.077306,0.39914,1.0599,0.28269,0.077306,0.12557,0.071397,0.077306,1904.6,0.19164,1.4119,0.077306,0.040666,64.57600000000001,0.10739,0.030534,0.16874,0.28269,0.16444,0.089768,3.962411241711606,0.36855,0.040666,125.29,2.9132,0.15163,0.10739,1.902,3.3583,0.37529,0.056491,0.014469999999999997,0.14043,0.056491,122.57,57.999,0.17259000000000002,0.50513,68.446,0.048969,0.025759,0.91395,0.61565,0.34326,0.80153,1.0641,290.328,0.056541,0.20533,0.94346,0.32757,5.6523,6.2932,118.21,3.0878,5.39,0
357,0.16569,0.52677,0.26737,1.5411,-12.57,0.13772,0.20287,0.8983700000000001,2.0034,0.47323,0.25629,0.41054,0.13226,0.20287,725.64,0.503,1.8984,0.20287,0.10126,54.88399999999999,0.209,0.082705,0.25402,0.41792,0.43242,1.1211,2.6373112417116062,0.26113000000000003,0.10721,97.851,3.7302,3.4993,0.16007000000000002,2.0034,23.629,0.49271,0.079901,0.064653,0.06477000000000001,0.10433,132.92,78.04,0.55002,0.93145,59.65,0.14691,0.07332999999999999,1.4457,0.49416,0.26808000000000004,1.9844,2.0661,116.0016,0.079901,0.35012,0.90373,0.041162,6.6504,4.6771,90.03299999999999,4.0541,8.4007,0
358,0.41525,0.50483,-0.22091,0.5624,-23.426,0.4363800000000001,0.42012,0.97736,1.0026,0.4934,0.42012,0.8322,0.089952,0.42012,371.11,0.98353,1.9809,0.42012,0.076111,8.3814,0.46218,0.07522899999999999,0.4330100000000001,0.4934,0.97389,-0.3085,5.151311241711606,0.088869,0.076111,33.469,10.906,0.91551,0.46218,5.9989,405.63,0.4934,0.083731,0.039428,0.030817,0.083731,17.458,9.0767,3.2762,0.31133,8.4032,0.38578,0.06989,0.5624,0.50483,0.091696,0.68903,0.68903,-31303.2,0.0025966,0.8416100000000001,0.9974,0.0,43.549,40.213,33.382,10.934,7.7084,0
359,0.16225,0.3446,0.3828,2.1109,46.37600000000001,0.0,0.16225,1.9019,2.0573,0.6554,0.16225,0.47084,0.081664,0.16225,748.65,0.48754,2.9019,0.16225,0.07886699999999999,25.455,0.0,0.07886699999999999,0.58065,0.58065,0.48754,1.4042,3.1086112417116065,0.069867,0.17562,68.245,5.3483,5.3483,0.0019178,2.0573,2.8779,0.6554,0.00093221,0.5905600000000001,1.996,0.0,92.948,67.493,1.1309,1.6945,28.414,-0.0057548,-0.0027973000000000004,2.1109,0.3446,0.18697,2.4042,2.4042,491.592,0.10414,0.24756,0.89971,0.0,14.339,5.4079,61.13800000000001,5.9701,7.5468,0
360,0.056979,0.40229,0.48683,2.2667,21.846,0.0,0.071134,1.4858,5.636,0.5977100000000001,0.095218,0.18508,0.053482,0.071134,487.14,0.74926,2.4858,0.071134,0.012621,0.0,0.095218,0.01011,0.32042,0.4246,0.71408,3.7787,1.9647112417116055,0.026521,0.016895,25.297,14.429,13.785,0.090592,5.636,48.51,0.6156699999999999,0.016074,1.0853,0.041197,0.016895,29.405,29.405,0.26195,2.2667,0.0,-0.13507,-0.023966,2.1655,0.38433,0.06930700000000001,4.6393,4.7787,44.8848,0.016074,0.095328,0.98739,0.030046,10.053,12.413,24.89,14.664,43.745,0
